,full_name,team,position,height,weight,age,region,average_points,average_assists,average_rebounds,average_steals,average_blocks,awards
0,Precious Achiuwa,Knicks,Forward,203.2,243,25,Nigeria,6.351851851851852,0.9259259259259259,5.407407407407407,0.7592592592592593,0.7037037037037037,
1,Steven Adams,Rockets,Center,210.82,265,31,New Zealand,3.9107142857142856,1.1428571428571428,5.589285714285714,0.39285714285714285,0.4642857142857143,All-Rookie Team
2,Bam Adebayo,Heat,Center-Forward,205.74,255,27,USA,17.84,4.333333333333333,9.586666666666666,1.24,0.6933333333333334,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal; Olympic Gold Medal
3,Ochai Agbaji,Raptors,Guard,195.57999999999998,215,24,USA,10.065573770491802,1.5573770491803278,3.7868852459016393,0.8032786885245902,0.47540983606557374,
4,Santi Aldama,Grizzlies,Forward-Center,213.36,215,24,Spain,12.754098360655737,2.8688524590163933,6.573770491803279,0.7868852459016393,0.47540983606557374,
5,Trey Alexander,Nuggets,Guard,193.04,185,21,USA,1.3043478260869565,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.043478260869565216,
6,Nickeil Alexander-Walker,Timberwolves,Guard,195.57999999999998,205,26,Canada,9.519480519480519,2.6493506493506493,3.220779220779221,0.6103896103896104,0.4155844155844156,
7,Grayson Allen,Suns,Guard,193.04,198,29,USA,10.40677966101695,2.0847457627118646,2.9661016949152543,0.847457627118644,0.3220338983050847,
8,Jarrett Allen,Cavaliers,Center,205.74,243,26,USA,13.766233766233766,1.9090909090909092,9.883116883116884,0.948051948051948,0.922077922077922,NBA All-Star; NBA Player of the Week
9,Jose Alvarado,Pelicans,Guard,182.88,179,26,USA,10.09433962264151,4.735849056603773,2.4339622641509435,1.320754716981132,0.24528301886792453,
10,Kyle Anderson,Heat,Forward-Guard,205.74,230,31,USA,5.25,2.25,3.0555555555555554,0.7222222222222222,0.5555555555555556,
11,Giannis Antetokounmpo,Bucks,Forward,210.82,243,30,Greece,30.428571428571427,6.238095238095238,11.873015873015873,0.8888888888888888,1.1587301587301588,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Champion; NBA Defensive Player of the Year; NBA Finals Most Valuable Player; NBA In-Season Tournament All-Tournament; NBA Most Improved Player; NBA Most Valuable Player; NBA Most Valuable Player; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
12,Cole Anthony,Magic,Guard,187.96,185,24,USA,9.555555555555555,2.8412698412698414,3.0476190476190474,0.6984126984126984,0.4603174603174603,
13,OG Anunoby,Knicks,Forward-Guard,200.66,240,27,United Kingdom,17.91549295774648,2.1971830985915495,4.788732394366197,1.4929577464788732,0.8873239436619719,All-Defensive Team; NBA Champion
14,Taran Armstrong,Warriors,Guard,195.57999999999998,190,23,Australia,,,,,,
15,Deni Avdija,Trail Blazers,Forward,205.74,240,24,Israel,16.930555555555557,3.9027777777777777,7.25,0.9861111111111112,0.4861111111111111,
16,Deandre Ayton,Trail Blazers,Center,213.36,252,26,Bahamas,14.4,1.6,10.15,0.775,0.975,All-Rookie Team; NBA Player of the Week
17,Marcus Bagley,,Forward,198.12,217,23,USA,4.2,0.2,5.2,0.4,1.2,
18,Marvin Bagley III,Grizzlies,Forward,208.28,235,26,USA,4.894736842105263,0.3684210526315789,2.9473684210526314,0.3684210526315789,0.2631578947368421,All-Rookie Team
19,Patrick Baldwin Jr.,Clippers,Forward,205.74,220,22,USA,2.1363636363636362,0.09090909090909091,1.0,0.13636363636363635,0.09090909090909091,
20,LaMelo Ball,Hornets,Guard,200.66,180,23,USA,25.19148936170213,7.361702127659575,4.9361702127659575,1.148936170212766,0.2765957446808511,All-Rookie Team; NBA All-Star; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
21,Lonzo Ball,Bulls,Guard,198.12,190,27,USA,7.628571428571429,3.2857142857142856,3.3714285714285714,1.3428571428571427,0.4857142857142857,All-Rookie Team
22,Mo Bamba,,Center,213.36,231,26,USA,4.571428571428571,0.5714285714285714,4.285714285714286,0.32142857142857145,1.0,
23,Paolo Banchero,Magic,Forward,208.28,250,22,USA,25.977272727272727,4.75,7.5227272727272725,0.8181818181818182,0.6136363636363636,All-Rookie Team; NBA All-Star; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
24,Desmond Bane,Grizzlies,Guard,195.57999999999998,215,26,USA,18.73846153846154,5.430769230769231,6.061538461538461,1.2,0.4153846153846154,All-Rookie Team
25,Dalano Banton,Trail Blazers,Forward,203.2,203,25,Canada,7.968253968253968,2.1746031746031744,1.9365079365079365,0.6349206349206349,0.5079365079365079,
26,Dominick Barlow,Hawks,Forward,203.2,215,21,USA,4.225806451612903,0.5483870967741935,2.4838709677419355,0.2903225806451613,0.5161290322580645,
27,Harrison Barnes,Spurs,Forward,203.2,225,32,USA,12.077922077922079,1.6883116883116882,3.688311688311688,0.4025974025974026,0.18181818181818182,All-Rookie Team; NBA Champion; NBA Player of the Week; Olympic Gold Medal
28,Scottie Barnes,Raptors,Forward-Guard,200.66,237,23,USA,18.93548387096774,5.838709677419355,7.596774193548387,1.4838709677419355,0.9838709677419355,All-Rookie Team; NBA All-Star; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
29,RJ Barrett,Raptors,Forward-Guard,198.12,214,24,Canada,21.410714285714285,5.535714285714286,6.410714285714286,0.8035714285714286,0.2857142857142857,
30,Charles Bassey,Spurs,Center-Forward,208.28,230,24,Nigeria,4.361111111111111,0.4722222222222222,4.222222222222222,0.3888888888888889,0.8333333333333334,
31,Emoni Bates,Cavaliers,Forward,203.2,202,21,USA,1.125,0.5,0.125,0.125,0.0,
32,Jamison Battle,Raptors,Forward,200.66,220,23,USA,6.5636363636363635,0.8545454545454545,2.5272727272727273,0.21818181818181817,0.16363636363636364,
33,Nicolas Batum,Clippers,Guard-Forward,203.2,230,36,France,3.7733333333333334,1.12,2.7733333333333334,0.68,0.48,NBA Player of the Week; Olympic Appearance; Olympic Silver Medal
34,Damion Baugh,Hornets,Guard,193.04,194,24,USA,7.75,3.8333333333333335,3.0,1.1666666666666667,0.08333333333333333,
35,Bradley Beal,Suns,Guard,193.04,207,31,USA,17.0,3.6530612244897958,3.4285714285714284,1.0612244897959184,0.5306122448979592,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month
36,Malik Beasley,Pistons,Guard,193.04,187,28,USA,16.324675324675326,1.7272727272727273,2.7012987012987013,0.922077922077922,0.06493506493506493,
37,MarJon Beauchamp,Knicks,Forward,200.66,199,24,USA,2.0,0.3076923076923077,1.2307692307692308,0.11538461538461539,0.038461538461538464,
38,Reece Beekman,Nets,Guard,190.5,190,23,USA,1.0,0.5,0.5,0.5,0.0,
39,Saddiq Bey,Wizards,Guard-Forward,200.66,215,25,USA,13.698412698412698,1.4603174603174602,6.523809523809524,0.8095238095238095,0.1746031746031746,All-Rookie Team; NBA Player of the Week
40,Goga Bitadze,Magic,Center-Forward,208.28,250,25,Georgia,7.08955223880597,1.9104477611940298,6.611940298507463,0.7014925373134329,1.4179104477611941,
41,Bismack Biyombo,Spurs,Center,203.2,255,32,DRC,5.217391304347826,1.2173913043478262,5.478260869565218,0.6521739130434783,0.9565217391304348,
42,Anthony Black,Magic,Guard,200.66,200,21,USA,9.202702702702704,3.0675675675675675,2.810810810810811,1.0675675675675675,0.6081081081081081,
43,Bogdan Bogdanović,Clippers,Guard,195.57999999999998,225,32,Serbia,10.0,2.0416666666666665,2.75,0.8333333333333334,0.25,All-Rookie Team; Olympic Bronze Medal
44,Bol Bol,Suns,Center-Forward,220.98000000000002,220,25,Sudan,6.9714285714285715,0.6285714285714286,2.9714285714285715,0.2571428571428571,0.7142857142857143,
45,Adem Bona,76ers,Forward,208.28,235,22,Nigeria,5.018867924528302,0.4339622641509434,3.7735849056603774,0.41509433962264153,1.1132075471698113,
46,Devin Booker,Suns,Guard,198.12,206,28,USA,25.690140845070424,7.084507042253521,4.070422535211268,0.9154929577464789,0.19718309859154928,All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal; Olympic Gold Medal
47,Brandon Boston,Pelicans,Guard,198.12,188,23,USA,10.666666666666666,2.1904761904761907,3.1904761904761907,1.2619047619047619,0.21428571428571427,
48,Chris Boucher,Raptors,Forward,205.74,200,32,Saint Lucia,10.04,0.66,4.48,0.48,0.5,NBA Champion
49,Jamaree Bouyea,Bucks,Guard,187.96,180,25,USA,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,
50,Tony Bradley,Pacers,Center-Forward,210.82,248,27,USA,3.3636363636363638,0.2727272727272727,1.7272727272727273,0.09090909090909091,0.36363636363636365,
51,Malaki Branham,Spurs,Forward,193.04,180,21,USA,4.255813953488372,0.7906976744186046,0.9767441860465116,0.20930232558139536,0.046511627906976744,
52,Christian Braun,Nuggets,Guard,198.12,220,23,USA,15.2,2.506666666666667,5.1866666666666665,1.12,0.48,NBA Champion
53,Jalen Bridges,Suns,Forward,203.2,225,23,USA,0.8,0.0,0.6,0.0,0.0,
54,Mikal Bridges,Knicks,Guard-Forward,198.12,209,28,USA,17.844155844155843,3.675324675324675,3.1818181818181817,0.935064935064935,0.5194805194805194,All-Defensive Team; NBA Player of the Week
55,Miles Bridges,Hornets,Forward,200.66,225,27,USA,20.612903225806452,3.9193548387096775,7.596774193548387,0.7096774193548387,0.7096774193548387,NBA Player of the Week
56,Oshae Brissett,,Forward-Guard,200.66,210,26,Canada,8.666666666666666,0.6666666666666666,3.6666666666666665,0.6666666666666666,0.5,NBA Champion
57,Malcolm Brogdon,Wizards,Guard,193.04,229,32,USA,12.708333333333334,4.083333333333333,3.7916666666666665,0.5416666666666666,0.20833333333333334,All-Rookie Team; NBA Rookie of the Year; NBA Sixth Man of the Year
58,Dillon Brooks,Rockets,Guard-Forward,198.12,225,29,Canada,13.986301369863014,1.7123287671232876,3.712328767123288,0.821917808219178,0.2191780821917808,All-Defensive Team
59,Keion Brooks Jr.,Pelicans,Forward,200.66,210,24,USA,7.333333333333333,1.0,3.111111111111111,0.6666666666666666,0.6666666666666666,
60,Bruce Brown,Pelicans,Guard-Forward,193.04,202,28,USA,8.38888888888889,1.5555555555555556,3.7777777777777777,0.9444444444444444,0.16666666666666666,NBA Champion
61,Jaylen Brown,Celtics,Guard-Forward,198.12,223,28,USA,22.57377049180328,4.590163934426229,5.918032786885246,1.1967213114754098,0.3114754098360656,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA Champion; NBA Finals Most Valuable Player; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
62,Kobe Brown,Clippers,Forward,200.66,250,25,USA,1.864864864864865,0.6486486486486487,1.5945945945945945,0.16216216216216217,0.10810810810810811,
63,Moses Brown,,Center,218.44000000000003,258,25,USA,3.2222222222222223,0.0,1.4444444444444444,0.2222222222222222,0.1111111111111111,
64,Jalen Brunson,Knicks,Guard,187.96,190,28,USA,26.327868852459016,7.409836065573771,2.9672131147540983,0.9508196721311475,0.09836065573770492,All-NBA; NBA All-Star; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
65,Thomas Bryant,Pacers,Center-Forward,208.28,248,27,USA,4.1,0.4,3.2,0.1,0.9,NBA Champion
66,Kobe Bufkin,Hawks,Guard,193.04,195,21,USA,5.3,1.7,2.1,0.3,0.2,
67,Alec Burks,Heat,Guard,195.57999999999998,214,33,USA,6.711111111111111,1.0666666666666667,2.511111111111111,0.5555555555555556,0.15555555555555556,
68,Jared Butler,76ers,Guard,190.5,193,24,USA,6.875,2.5625,1.28125,0.375,0.15625,
69,Jimmy Butler III,Warriors,Forward,200.66,230,35,USA,17.18,5.38,5.58,1.36,0.32,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Most Improved Player; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal
70,Matas Buzelis,Bulls,Forward,208.28,209,20,USA,8.2,0.9066666666666666,3.4133333333333336,0.3333333333333333,0.92,
71,Jamal Cain,Pelicans,Forward,198.12,191,26,USA,3.5625,0.5625,1.8125,0.5625,0.25,
72,Kentavious Caldwell-Pope,Magic,Guard,195.57999999999998,204,32,USA,8.864864864864865,1.7972972972972974,2.2162162162162162,1.2837837837837838,0.4594594594594595,NBA Champion; NBA Champion
73,Toumani Camara,Trail Blazers,Forward,200.66,229,24,Belgium,11.067567567567568,2.2027027027027026,5.72972972972973,1.5135135135135136,0.6486486486486487,NBA Defensive Player of the Month
74,Clint Capela,Hawks,Center,208.28,256,30,Switzerland,8.872727272727273,1.1272727272727272,8.527272727272727,0.6181818181818182,0.9636363636363636,
75,Branden Carlson,Thunder,Center,213.36,220,25,USA,3.107142857142857,0.35714285714285715,1.5,0.17857142857142858,0.5357142857142857,
76,Bub Carrington,Wizards,Guard,193.04,190,19,USA,9.545454545454545,4.259740259740259,4.12987012987013,0.6883116883116883,0.23376623376623376,
77,Devin Carter,Kings,Guard,187.96,195,23,USA,3.7096774193548385,1.1290322580645162,2.032258064516129,0.5161290322580645,0.0967741935483871,
78,Jevon Carter,Bulls,Guard,185.42,200,29,USA,4.0625,1.0625,0.96875,0.28125,0.09375,
79,Wendell Carter Jr.,Magic,Center-Forward,208.28,270,25,USA,9.061538461538461,1.9846153846153847,7.338461538461538,0.676923076923077,0.5846153846153846,
80,D.J. Carton,,Guard,190.5,200,24,USA,0.75,0.75,1.0,0.5,0.0,
81,Alex Caruso,Thunder,Guard,195.57999999999998,186,31,USA,6.803921568627451,2.5294117647058822,2.8823529411764706,1.5294117647058822,0.5686274509803921,All-Defensive Team; All-Defensive Team; NBA Champion
82,Stephon Castle,Spurs,Guard,198.12,215,20,USA,14.368421052631579,3.9210526315789473,3.6052631578947367,0.9210526315789473,0.25,NBA Rookie of the Month
83,Colin Castleton,76ers,Center,208.28,250,24,USA,1.4,0.0,0.9,0.1,0.1,
84,Julian Champagnie,Spurs,Forward,200.66,217,23,USA,9.753246753246753,1.3506493506493507,3.857142857142857,0.7792207792207793,0.4155844155844156,
85,Justin Champagnie,Wizards,Guard-Forward,198.12,206,23,USA,7.824561403508772,0.9649122807017544,5.175438596491228,1.0,0.6140350877192983,
86,Ulrich Chomche,Raptors,Center,210.82,235,19,Cameroon,0.7142857142857143,0.2857142857142857,1.1428571428571428,0.0,0.14285714285714285,
87,Cam Christie,Clippers,Guard,198.12,190,19,USA,1.6,0.5,0.9,0.5,0.0,
88,Max Christie,Mavericks,Guard,195.57999999999998,190,22,USA,8.478260869565217,1.434782608695652,2.6739130434782608,0.7608695652173914,0.45652173913043476,
89,Josh Christopher,Heat,Guard,193.04,215,23,USA,0.8181818181818182,0.36363636363636365,0.45454545454545453,0.0,0.09090909090909091,
90,Sidy Cissoko,Trail Blazers,Guard,198.12,200,21,France,1.2941176470588236,0.35294117647058826,0.5882352941176471,0.058823529411764705,0.0,
91,Jaylen Clark,Timberwolves,Guard,193.04,205,23,USA,4.457142857142857,0.6571428571428571,1.3428571428571427,1.0,0.05714285714285714,
92,Brandon Clarke,Grizzlies,Forward,203.2,215,28,Canada,8.34375,1.03125,5.09375,0.8125,0.5625,All-Rookie Team
93,Jordan Clarkson,Jazz,Guard,190.5,194,32,USA,16.216216216216218,3.72972972972973,3.189189189189189,0.8378378378378378,0.24324324324324326,All-Rookie Team; NBA Rookie of the Month; NBA Sixth Man of the Year
94,Nic Claxton,Nets,Center,210.82,215,25,USA,10.328358208955224,2.283582089552239,7.567164179104478,0.8805970149253731,1.4776119402985075,
95,Donovan Clingan,Trail Blazers,Center,218.44000000000003,280,21,USA,6.190476190476191,1.0952380952380953,7.666666666666667,0.49206349206349204,1.619047619047619,
96,Noah Clowney,Nets,Forward-Center,205.74,210,20,USA,9.130434782608695,0.8695652173913043,3.9347826086956523,0.5217391304347826,0.45652173913043476,
97,Amir Coffey,Clippers,Guard-Forward,200.66,210,27,USA,9.80281690140845,1.0845070422535212,2.2535211267605635,0.5633802816901409,0.09859154929577464,
98,Isaiah Collier,Jazz,Guard,190.5,210,20,USA,8.542857142857143,6.2,3.3142857142857145,0.9285714285714286,0.21428571428571427,NBA Rookie of the Month
99,John Collins,Jazz,Forward-Center,205.74,226,27,USA,18.95,2.0,8.175,0.975,1.0,All-Rookie Team
100,Yuri Collins,,Guard,182.88,190,24,USA,1.0,2.0,1.5,1.0,0.0,
101,Zach Collins,Bulls,Forward-Center,210.82,250,27,USA,4.638888888888889,1.4444444444444444,2.8055555555555554,0.3888888888888889,0.4166666666666667,
102,Mike Conley,Timberwolves,Guard,182.88,175,37,USA,8.469696969696969,4.5,2.515151515151515,1.1666666666666667,0.19696969696969696,All-Defensive Team; NBA All-Star; NBA Player of the Week; NBA Sportsmanship
103,Pat Connaughton,Bucks,Guard,195.57999999999998,209,32,USA,4.184210526315789,1.631578947368421,2.526315789473684,0.18421052631578946,0.2894736842105263,NBA Champion
104,Bilal Coulibaly,Wizards,Guard,203.2,195,20,France,12.322033898305085,3.3728813559322033,4.983050847457627,1.3220338983050848,0.6949152542372882,Olympic Silver Medal
105,Ricky Council IV,76ers,Guard,198.12,207,23,USA,7.367647058823529,1.3235294117647058,2.838235294117647,0.45588235294117646,0.17647058823529413,
106,Torrey Craig,Celtics,Forward,195.57999999999998,221,34,USA,6.888888888888889,0.5555555555555556,2.7777777777777777,0.2222222222222222,0.1111111111111111,
107,Isaiah Crawford,Kings,Forward,198.12,220,23,USA,0.8666666666666667,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.13333333333333333,
108,Jae Crowder,Kings,Forward,198.12,235,34,USA,2.5555555555555554,0.6666666666666666,2.2222222222222223,0.3333333333333333,0.0,
109,Cade Cunningham,Pistons,Guard,198.12,220,23,USA,25.727272727272727,9.227272727272727,6.136363636363637,1.0303030303030303,0.7424242424242424,All-Rookie Team; NBA Player of the Week; NBA Rookie of the Month
110,Seth Curry,Hornets,Guard,185.42,185,34,USA,6.276923076923077,0.8769230769230769,1.6923076923076923,0.4,0.1076923076923077,
111,Stephen Curry,Warriors,Guard,187.96,185,37,USA,24.76923076923077,6.046153846153846,4.3538461538461535,1.1538461538461537,0.4307692307692308,All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star Most Valuable Player; NBA All-Star Most Valuable Player; NBA Champion; NBA Champion; NBA Champion; NBA Champion; NBA Clutch Player of the Year; NBA Finals Most Valuable Player; NBA Most Valuable Player; NBA Most Valuable Player; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Sportsmanship; Olympic Gold Medal
112,Pacome Dadiet,Knicks,Forward,203.2,210,19,France,1.5294117647058822,0.29411764705882354,0.8235294117647058,0.17647058823529413,0.11764705882352941,
113,Dyson Daniels,Hawks,Guard,200.66,199,22,Australia,14.180555555555555,4.263888888888889,5.819444444444445,3.0416666666666665,0.7083333333333334,NBA Defensive Player of the Month
114,N'Faly Dante,Rockets,Center,210.82,230,23,Mali,10.0,1.0,9.0,0.0,2.0,
115,Anthony Davis,Mavericks,Forward-Center,208.28,253,32,USA,25.738095238095237,3.357142857142857,11.880952380952381,1.2857142857142858,2.142857142857143,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star Most Valuable Player; NBA Champion; NBA In-Season Tournament All-Tournament; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal; Olympic Gold Medal
116,Johnny Davis,,Guard,193.04,195,23,USA,2.3529411764705883,0.3235294117647059,1.1176470588235294,0.4411764705882353,0.17647058823529413,
117,JD Davison,Celtics,Guard,185.42,195,22,USA,1.6923076923076923,0.46153846153846156,0.6153846153846154,0.23076923076923078,0.07692307692307693,
118,DeMar DeRozan,Kings,Guard-Forward,198.12,220,35,USA,22.208333333333332,4.388888888888889,3.9305555555555554,0.8611111111111112,0.4027777777777778,All-NBA; All-NBA; All-NBA; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal
119,RayJ Dennis,Pacers,Guard,187.96,180,24,USA,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.0,
120,Donte DiVincenzo,Timberwolves,Guard,193.04,203,28,USA,11.456140350877194,3.719298245614035,3.719298245614035,1.2280701754385965,0.2807017543859649,NBA Champion
121,Moussa Diabaté,Hornets,Forward,205.74,210,23,France,5.514705882352941,0.7941176470588235,6.176470588235294,0.6176470588235294,0.5588235294117647,
122,Gradey Dick,Raptors,Guard-Forward,198.12,200,21,USA,14.38888888888889,1.8148148148148149,3.574074074074074,0.8888888888888888,0.18518518518518517,
123,Ousmane Dieng,Thunder,Forward,205.74,185,21,France,3.8378378378378377,0.8378378378378378,2.189189189189189,0.4594594594594595,0.1891891891891892,
124,Rob Dillingham,Timberwolves,Guard,190.5,175,20,USA,4.659574468085107,2.0638297872340425,1.0425531914893618,0.425531914893617,0.02127659574468085,
125,Spencer Dinwiddie,Mavericks,Guard,195.57999999999998,215,31,USA,11.197368421052632,4.328947368421052,2.6052631578947367,0.9078947368421053,0.2236842105263158,NBA Player of the Week
126,Luka Dončić,Lakers,Forward-Guard,198.12,230,26,Slovenia,28.136363636363637,7.818181818181818,8.318181818181818,2.0,0.4090909090909091,All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
127,Luguentz Dort,Thunder,Guard,193.04,220,25,Canada,10.043478260869565,1.6231884057971016,4.173913043478261,1.1159420289855073,0.5652173913043478,
128,Ayo Dosunmu,Bulls,Guard,195.57999999999998,200,25,USA,12.304347826086957,4.521739130434782,3.5,0.9347826086956522,0.391304347826087,All-Rookie Team
129,Jeff Dowtin Jr.,76ers,Guard,190.5,177,27,USA,6.487179487179487,1.8461538461538463,1.5384615384615385,0.5128205128205128,0.28205128205128205,
130,PJ Dozier,,Guard-Forward,198.12,205,28,USA,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.0,
131,Andre Drummond,76ers,Center,210.82,279,31,USA,7.325,0.85,7.75,0.975,0.45,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
132,Chris Duarte,,Guard,195.57999999999998,190,27,Dominican Republic,2.1176470588235294,0.5294117647058824,1.1764705882352942,0.0,0.0,All-Rookie Team
133,Alex Ducas,Thunder,Guard,200.66,220,24,Australia,1.5263157894736843,0.15789473684210525,1.0,0.2631578947368421,0.0,
134,David Duke Jr.,Spurs,Guard,193.04,204,25,USA,1.25,0.75,0.75,0.0,0.0,
135,Kris Dunn,Clippers,Guard,190.5,205,31,USA,6.391304347826087,2.8405797101449277,3.550724637681159,1.6956521739130435,0.37681159420289856,
136,Ryan Dunn,Suns,Forward,203.2,216,22,USA,6.434782608695652,0.7391304347826086,3.289855072463768,0.5072463768115942,0.5652173913043478,
